Dep_apt,Arr_apt,SchedDepApt,SchedArrApt,DepCountryCode,ArrCountryCode,avg_daily_passenger_cnt
809,185,BKK,NNG,14,2,353.8878192
809,619,BKK,NRT,14,5,1890.649819
809,696,BKK,NYT,14,9,166.3224548
809,154,BKK,PEK,14,2,1466.711134
809,145,BKK,PER,14,0,243.8216219
809,155,BKK,PKX,14,2,25.69878356
809,679,BKK,PKZ,14,8,34.70557808
809,659,BKK,PNH,14,6,1856.721995
809,661,BKK,PUS,14,7,821.4852877
809,317,BKK,PVG,14,2,2332.857814
809,658,BKK,REP,14,6,681.5337315
809,703,BKK,RGN,14,9,1358.717951
809,387,BKK,RMQ,14,2,125.7783014
809,657,BKK,RNJ,14,5,146.2359452
809,852,BKK,SGN,14,15,1814.099671
809,257,BKK,SHE,14,2,151.9387397
809,805,BKK,SIN,14,13,4949.958477
809,211,BKK,SJW,14,2,24.90446575
809,171,BKK,SWA,14,2,202.8226027
809,22,BKK,SYD,14,0,753.5654575
809,214,BKK,SYX,14,2,104.3747178
809,172,BKK,SZX,14,2,694.5384548
809,172,BKK,SZX,14,2,290.5528548
809,663,BKK,TAE,14,7,110.681737
809,313,BKK,TAO,14,2,82.7810411
809,808,BKK,TDX,14,14,195.1985096
809,820,BKK,THS,14,14,143.9095671
809,315,BKK,TNA,14,2,125.3882466
809,383,BKK,TPE,14,2,3334.155381
809,331,BKK,TSN,14,2,124.4883836
809,324,BKK,TYN,14,2,77.17555616
809,811,BKK,UBP,14,14,386.7716712
809,348,BKK,URC,14,2,24.46462466
809,831,BKK,URT,14,14,2538.465463
809,814,BKK,UTH,14,14,645.9772603
809,854,BKK,VKG,14,15,71.10389041
809,587,BKK,VNS,14,4,136.6670137
809,689,BKK,VTE,14,8,974.517063
809,374,BKK,WNZ,14,2,67.29071233
809,207,BKK,WUH,14,2,315.1110795
809,160,BKK,WUS,14,2,64.36010959
809,321,BKK,XIY,14,2,57.56654247
809,245,BKK,XUZ,14,2,31.77271233
809,244,BKK,YTY,14,2,148.68
418,732,BKM,BBN,3,10,2.353534247
418,745,BKM,LWY,3,10,6.924821918
398,426,BKS,BTH,3,3,54.32590685
398,399,BKS,CGK,3,3,777.0374356
398,409,BKS,HLP,3,3,154.3827945
398,470,BKS,PDG,3,3,55.92585753
398,478,BKS,PLM,3,3,77.93819178
398,431,BKS,TKG,3,3,54.76040548
538,518,BLR,AMD,4,4,1146.728603
538,567,BLR,ATQ,4,4,173.6100822
538,563,BLR,BBI,4,4,802.6509479
538,524,BLR,BDQ,4,4,200.5844822
538,558,BLR,BHO,4,4,124.6467945
538,809,BLR,BKK,4,14,485.761863
538,552,BLR,BOM,4,4,5000.412274
538,542,BLR,CCJ,4,4,172.8761425
538,594,BLR,CCU,4,4,2309.052263
538,579,BLR,CJB,4,4,634.2729534
538,543,BLR,CNN,4,4,304.9372932
538,540,BLR,COK,4,4,1551.986833
538,593,BLR,DED,4,4,141.3478356
538,513,BLR,DEL,4,4,5189.412926
538,806,BLR,DMK,4,14,146.2359452
538,505,BLR,GAU,4,4,399.8661918
538,514,BLR,GOI,4,4,1391.320373
538,591,BLR,GOP,4,4,133.6083288
538,560,BLR,GWL,4,4,37.79232877
538,391,BLR,HKG,4,2,416.3945205
538,830,BLR,HKT,4,14,258.2551233
538,577,BLR,HYD,4,4,2866.496811
538,559,BLR,IDR,4,4,551.2384548
538,555,BLR,IMF,4,4,81.06115068
538,584,BLR,IXA,4,4,142.6520548
538,595,BLR,IXB,4,4,426.9816219
538,568,BLR,IXC,4,4,390.2340822
538,588,BLR,IXD,4,4,145.0139178
538,581,BLR,IXM,4,4,145.6656658
538,530,BLR,IXR,4,4,455.4088767
538,492,BLR,IXZ,4,4,238.004137
538,572,BLR,JAI,4,4,763.0346301
538,571,BLR,JDH,4,4,26.88460274
538,546,BLR,KLH,4,4,57.51675616
538,727,BLR,KUL,4,10,483.212263
538,589,BLR,LKO,4,4,878.8093151
538,583,BLR,MAA,4,4,2100.547419
538,545,BLR,NAG,4,4,675.0486575
538,509,BLR,PAT,4,4,642.9598466
538,549,BLR,PNQ,4,4,2173.227814
538,493,BLR,RJA,4,4,75.92863562
538,512,BLR,RPR,4,4,240.3320548
538,548,BLR,SAG,4,4,81.22481096
538,805,BLR,SIN,4,13,942.4010959
538,532,BLR,SXR,4,4,67.21150685
538,578,BLR,TCR,4,4,10.83603288
538,497,BLR,TIR,4,4,107.0496
538,541,BLR,TRV,4,4,617.8661041
538,582,BLR,TRZ,4,4,65.66360548
538,574,BLR,UDR,4,4,180.8992493
538,498,BLR,VGA,4,4,388.1521096
538,587,BLR,VNS,4,4,282.8819616
538,496,BLR,VTZ,4,4,634.8930192
138,114,BME,MEL,0,0,26.07670685
138,22,BME,SYD,0,0,20.40785753
706,697,BMO,MDL,9,9,33.07620822
441,476,BMU,UPG,3,3,55.64298082
850,857,BMV,DAD,15,15,84.19316164
850,839,BMV,HAN,15,15,449.0136
850,842,BMV,HPH,15,15,81.46849315
850,852,BMV,SGN,15,15,465.2718137
850,843,BMV,VII,15,15,227.7542247
92,99,BNE,ADL,0,0,1198.926553
92,749,BNE,AKL,0,11,1441.770553
92,17,BNE,ARM,0,0,9.35529863
92,32,BNE,ASP,0,0,58.23413151
92,33,BNE,AYQ,0,0,61.10136986
92,809,BNE,BKK,0,14,183.1351068
92,148,BNE,BWN,0,1,34.75989041
92,167,BNE,CAN,0,2,289.4854356
92,0,BNE,CBR,0,0,1065.309173
92,30,BNE,CFS,0,0,12.3741589
92,751,BNE,CHC,0,11,427.5489151
92,10,BNE,DBO,0,0,28.89642192
92,806,BNE,DMK,0,14,68.11671233
92,41,BNE,DRW,0,0,488.9806849
92,763,BNE,DUD,0,11,66.51223562
92,104,BNE,HBA,0,0,313.9976767
92,391,BNE,HKG,0,2,633.5646301
92,664,BNE,ICN,0,7,178.9772274
92,18,BNE,IVR,0,0,6.225550685
92,727,BNE,KUL,0,10,162.3712329
92,108,BNE,LST,0,0,148.7433644
92,114,BNE,MEL,0,0,4681.507753
92,780,BNE,MNL,0,12,114.816263
92,12,BNE,NAA,0,0,5.591906849
92,619,BNE,NRT,0,5,275.6758027
92,23,BNE,NTL,0,0,911.0644219
92,29,BNE,OAG,0,0,9.341720548
92,145,BNE,PER,0,0,1333.630181
92,26,BNE,PQQ,0,0,76.01463014
92,317,BNE,PVG,0,2,141.3523616
92,805,BNE,SIN,0,13,1685.503101
92,22,BNE,SYD,0,0,6453.148762
92,172,BNE,SZX,0,2,95.89746849
92,24,BNE,TMW,0,0,29.11367123
92,383,BNE,TPE,0,2,429.2936986
92,768,BNE,WLG,0,11,257.6011123
92,9,BNE,WOL,0,0,20.85140822
92,761,BNE,ZQN,0,11,171.645063
552,518,BOM,AMD,4,4,2444.95846
552,567,BOM,ATQ,4,4,455.5544329
552,563,BOM,BBI,4,4,547.595726
552,524,BOM,BDQ,4,4,530.4314904
552,515,BOM,BHJ,4,4,90.0996274
552,558,BOM,BHO,4,4,564.0673863
552,520,BOM,BHU,4,4,61.75311781
552,809,BOM,BKK,4,14,1317.870553
552,538,BOM,BLR,4,4,5042.014959
552,167,BOM,CAN,4,2,74.11822466
552,542,BOM,CCJ,4,4,327.500263
552,594,BOM,CCU,4,4,2498.669551
552,579,BOM,CJB,4,4,664.7195397
552,543,BOM,CNN,4,4,219.6397808
552,540,BOM,COK,4,4,1367.084942
552,593,BOM,DED,4,4,294.4904986
552,513,BOM,DEL,4,4,8953.991786
552,523,BOM,DIU,4,4,37.14963288
552,806,BOM,DMK,4,14,106.3028055
552,505,BOM,GAU,4,4,474.3638795
552,514,BOM,GOI,4,4,2767.664751
552,591,BOM,GOP,4,4,133.9342027
552,533,BOM,HBX,4,4,89.97742466
552,391,BOM,HKG,4,2,475.1016219
552,830,BOM,HKT,4,14,146.2359452
552,577,BOM,HYD,4,4,3165.514597
552,664,BOM,ICN,4,7,137.8537425
552,559,BOM,IDR,4,4,941.2635233
552,595,BOM,IXB,4,4,228.7936712
552,568,BOM,IXC,4,4,694.0752603
552,588,BOM,IXD,4,4,104.361863
552,535,BOM,IXE,4,4,558.3148986
552,534,BOM,IXG,4,4,50.23890411
552,531,BOM,IXJ,4,4,279.3358192
552,544,BOM,IXL,4,4,60.53326027
552,581,BOM,IXM,4,4,85.59849315
552,530,BOM,IXR,4,4,357.3251507
552,516,BOM,IXY,4,4,75.8109589
552,492,BOM,IXZ,4,4,57.43528767
552,572,BOM,JAI,4,4,1074.233682
552,571,BOM,JDH,4,4,204.5628603
552,519,BOM,JGA,4,4,96.26860274
552,557,BOM,JLR,4,4,75.8109589
552,569,BOM,JSA,4,4,41.00580822
552,585,BOM,KNU,4,4,160.2869973
552,727,BOM,KUL,4,10,452.2723397
552,589,BOM,LKO,4,4,921.3331616
552,583,BOM,MAA,4,4,2812.78943
552,619,BOM,NRT,4,5,252.918937
552,509,BOM,PAT,4,4,657.0116219
552,521,BOM,PBD,4,4,75.8109589
